"Page Title","URL","Title Length","Duplicate Title","Meta Description","Meta Length","Duplicate Meta","GA",
"Bava Kamma 91 - Assessment of Weapons","http://talmudilluminated.com/bava_kamma/bavakamma91.html","37","No","Missing Meta Description","0","No","No",
"Bava Kamma 92 - Assailant Must Ask Forgiveness from his Victim","http://talmudilluminated.com/bava_kamma/bavakamma92.html","62","No","Missing Meta Description","0","No","No",
"Bava Kamma 93 - Invitation to Do Damage","http://talmudilluminated.com/bava_kamma/bavakamma93.html","39","No","Missing Meta Description","0","No","No",
"Bava Kamma 94 - Repentant Robbers and Bankers","http://talmudilluminated.com/bava_kamma/bavakamma94.html","45","No","Missing Meta Description","0","No","No",
"Bava Kamma 95 - One Stole a Pregnant Cow, and it Gave Birth","http://talmudilluminated.com/bava_kamma/bavakamma95.html","59","No","Missing Meta Description","0","No","No",
"Bava Kamma 96 - A Thief Keeps Stolen Bread Through Passover","http://talmudilluminated.com/bava_kamma/bavakamma96.html","59","No","Missing Meta Description","0","No","No",
"Bava Kamma 97 - Seizing the Slave and Making Him Work","http://talmudilluminated.com/bava_kamma/bavakamma97.html","53","No","Missing Meta Description","0","No","No",
"Bava Kamma 98 - Does Burning the Mortgage Cancel the Loan?","http://talmudilluminated.com/bava_kamma/bavakamma98.html","58","No","Missing Meta Description","0","No","No",
"Bava Kamma 99 - Craftsmen are Responsible for their Work","http://talmudilluminated.com/bava_kamma/bavakamma99.html","56","No","Missing Meta Description","0","No","No",
"Bava Kamma 100 -Dyer Ruins the Wool","http://talmudilluminated.com/bava_kamma/bavakamma100.html","35","No","Missing Meta Description","0","No","No",
"Bava Kamma 101 - Thief Steals the Wool, Dyes It, and Returns It","http://talmudilluminated.com/bava_kamma/bavakamma101.html","63","No","Missing Meta Description","0","No","No",
"Bava Kamma 104 - A Robber and Perjurer Repents and Seeks to Repay","http://talmudilluminated.com/bava_kamma/bavakamma104.html","65","No","Missing Meta Description","0","No","No",
"Bava Kama 105 - Thief Returns Even Minor Stolen Items","http://talmudilluminated.com/bava_kamma/bavakama105.html","53","No","Missing Meta Description","0","No","No",
"Bava Kamma 106 - One Who Swore Falsely May Not Have to Pay","http://talmudilluminated.com/bava_kamma/bavakamma106.html","58","No","Missing Meta Description","0","No","No",
"Bava Kamma 107 - People Are Not Brazen to Deny Loans Given to Them","http://talmudilluminated.com/bava_kamma/bavakamma107.html","66","No","Missing Meta Description","0","No","No",
"Bava Kamma 109 - Son Robs His Father and Swears that He Didn't","http://talmudilluminated.com/bava_kamma/bavakamma109.html","62","No","Missing Meta Description","0","No","No",
"Bava Kamma 110 - One Who Robs a Convert Pays to the Priests","http://talmudilluminated.com/bava_kamma/bavakamma110.html","59","No","Missing Meta Description","0","No","No",
"Bava Kamma 111 - Stealing for One's Children","http://talmudilluminated.com/bava_kamma/bavakamma111.html","44","No","Missing Meta Description","0","No","No",
"Bava Kamma 112 - Defendant Needs to be Summoned and Present in Court","http://talmudilluminated.com/bava_kamma/bavakamma112.html","68","No","Missing Meta Description","0","No","No",
"Bava Kamma 113 - Not Taking Charity from Stolen Money","http://talmudilluminated.com/bava_kamma/bavakamma113.html","53","No","Missing Meta Description","0","No","No",
"Bava Kamma 114 - Objects That The Owners Despaired to Retrieve","http://talmudilluminated.com/bava_kamma/bavakamma114.html","62","No","Missing Meta Description","0","No","No",
"Bava Kamma 115 - One Sees His Utensils and Books in the Possession of Another","http://talmudilluminated.com/bava_kamma/bavakamma115.html","77","No","Missing Meta Description","0","No","No",
"Bava Kamma 116 - Saving Your Friend's Honey by Loosing Your Wine","http://talmudilluminated.com/bava_kamma/bavakamma116.html","64","No","Missing Meta Description","0","No","No",
"Bava Kamma 117 - Extortionists Take A Field Away from the Robber","http://talmudilluminated.com/bava_kamma/bavakamma117.html","64","No","Missing Meta Description","0","No","No",
"Bava Kamma 118 - Thief Returns Stolen Object and Tells the Owner","http://talmudilluminated.com/bava_kamma/bavakamma118.html","64","No","Missing Meta Description","0","No","No",
"Bava Kamma 119 - Stealing is a Serious Matter","http://talmudilluminated.com/bava_kamma/bavakamma119.html","45","No","Missing Meta Description","0","No","No",
"Bava Metzia 2 - Two People Found a Garment","http://talmudilluminated.com/bava_metzia/bavametzia2.html","42","No","Missing Meta Description","0","No","No",
"Bava Metzia 3 - Borrower Admits Loan In Part","http://talmudilluminated.com/bava_metzia/bavametzia3.html","44","No","Missing Meta Description","0","No","No",
"Bava Metzia 5 - No Oath in the Case of &quot;Here, it is Yours?&quot;","http://talmudilluminated.com/bava_metzia/bavametzia5.html","59","No","Missing Meta Description","0","No","No",
"Bava Metzia 6 - Why Accept An Oath?","http://talmudilluminated.com/bava_metzia/bavametzia6.html","35","No","Missing Meta Description","0","No","No",
"Bava Metzia 7 - Two People Found a Document","http://talmudilluminated.com/bava_metzia/bavametzia7.html","43","No","Missing Meta Description","0","No","No",
"Bava Metzia 9 - Rider Sees a Find","http://talmudilluminated.com/bava_metzia/bavametzia9.html","33","No","Missing Meta Description","0","No","No",
"Bava Metzia 10 - How to Get Things","http://talmudilluminated.com/bava_metzia/bavametzia10.html","34","No","Missing Meta Description","0","No","No",
"Bava Metzia 11 - Acquisition with the Help of a Field","http://talmudilluminated.com/bava_metzia/bavametzia11.html","53","No","Missing Meta Description","0","No","No",
"Bava Metzia 12 - To Whom the Finds Belong","http://talmudilluminated.com/bava_metzia/bavametzia12.html","41","No","Missing Meta Description","0","No","No",
"Bava Metzia 13 - Loans and Real Estate","http://talmudilluminated.com/bava_metzia/bavametzia13.html","38","No","Missing Meta Description","0","No","No",
"Bava Metzia 14 - Power of Attorney","http://talmudilluminated.com/bava_metzia/bavametzia14.html","34","No","Missing Meta Description","0","No","No",
"Bava Metzia 15 - Repossession of a Stolen Field","http://talmudilluminated.com/bava_metzia/bavametzia15.html","47","No","Missing Meta Description","0","No","No",
"Bava Metzia 16 - When the Found Loan Document IS Returned","http://talmudilluminated.com/bava_metzia/bavametzia16.html","57","No","Missing Meta Description","0","No","No",
"Bava Metzia 17 - One is not Believed About his Debt","http://talmudilluminated.com/bava_metzia/bavametzia17.html","51","No","Missing Meta Description","0","No","No",
"Bava Metzia 18 - One Found Bills of Divorce, Sickbed Will, Etc.","http://talmudilluminated.com/bava_metzia/bavametzia18.html","63","No","Missing Meta Description","0","No","No",
"Bava Metzia 19 - How to Write a Will under the Torah Law","http://talmudilluminated.com/bava_metzia/bavametzia19.html","56","No","Missing Meta Description","0","No","No",
"Bava Metzia 20 - The Found Documents That Are Returned","http://talmudilluminated.com/bava_metzia/bavametzia20.html","54","No","Missing Meta Description","0","No","No",
"Bava Metzia 21 - Lost Objects that the Finder May Keep","http://talmudilluminated.com/bava_metzia/bavametzia21.html","54","No","Missing Meta Description","0","No","No",
"Bava Metzia 22 - Despair without being Aware","http://talmudilluminated.com/bava_metzia/bavametzia22.html","44","No","Missing Meta Description","0","No","No",
"Bava Metzia 23 - Basic Rules of Lost Objects","http://talmudilluminated.com/bava_metzia/bavametzia23.html","44","No","Missing Meta Description","0","No","No",
"Bava Metzia 24 - Going Beyond the Letter of the Law","http://talmudilluminated.com/bava_metzia/bavametzia24.html","51","No","Missing Meta Description","0","No","No",
"Bava Metzia 25 - Found Items One has to Announce","http://talmudilluminated.com/bava_metzia/bavametzia25.html","48","No","Missing Meta Description","0","No","No",
"Bava Metzia 26 - Objects Lost in a Rental house","http://talmudilluminated.com/bava_metzia/bavametzia26.html","47","No","Missing Meta Description","0","No","No",
"Bava Metzia 27 - Are Identifying Marks Torah Law?","http://talmudilluminated.com/bava_metzia/bavametzia27.html","49","No","Missing Meta Description","0","No","No",
"Bava Metzia 28 - How Lost Objects are Announced","http://talmudilluminated.com/bava_metzia/bavametzia28.html","47","No","Missing Meta Description","0","No","No",
"Bava Metzia 29 - How to Take Care of Found Objects","http://talmudilluminated.com/bava_metzia/bavametzia29.html","50","No","Missing Meta Description","0","No","No",
"Bava Metzia 30 - When One is not Required to Return a Lost Object","http://talmudilluminated.com/bava_metzia/bavametzia30.html","65","No","Missing Meta Description","0","No","No",
"Bava Metzia 31 - What is Considered a Lost Object","http://talmudilluminated.com/bava_metzia/bavametzia31.html","49","No","Missing Meta Description","0","No","No",
"Bava Metzia 32 - Unloading and Loading","http://talmudilluminated.com/bava_metzia/bavametzia32.html","38","No","Missing Meta Description","0","No","No",
"Bava Metzia 33 - Suffering of Sentient Beings","http://talmudilluminated.com/bava_metzia/bavametzia33.html","45","No","Missing Meta Description","0","No","No",
"Bava Metzia 34 - The Four custodians","http://talmudilluminated.com/bava_metzia/bavametzia34.html","36","No","Missing Meta Description","0","No","No",
"Bava Metzia 35 - A Deposit that was Stolen","http://talmudilluminated.com/bava_metzia/bavametzia35.html","42","No","Missing Meta Description","0","No","No",
"Bava Metzia 36 - Custodian Finds another Custodian in his Stead","http://talmudilluminated.com/bava_metzia/bavametzia36.html","63","No","Missing Meta Description","0","No","No",
"Bava Metzia 37 - A Thief Returns Stolen Money to Two People","http://talmudilluminated.com/bava_metzia/bavametzia37.html","59","No","Missing Meta Description","0","No","No",
"Bava Metzia 38 - Deposited Produce Begins to Spoil","http://talmudilluminated.com/bava_metzia/bavametzia38.html","50","No","Missing Meta Description","0","No","No",
"Bava Metzia 39 - Caring for a Captive's Property","http://talmudilluminated.com/bava_metzia/bavametzia39.html","48","No","Missing Meta Description","0","No","No",
"Bava Metzia 40 - Produce is Depleted","http://talmudilluminated.com/bava_metzia/bavametzia40.html","36","No","Missing Meta Description","0","No","No",
"Bava Metzia 41 - Custodian Breaks the Keg","http://talmudilluminated.com/bava_metzia/bavametzia41.html","41","No","Missing Meta Description","0","No","No",
"Bava Metzia 42 - Negligence of Unpaid Custodian","http://talmudilluminated.com/bava_metzia/bavametzia42.html","47","No","Missing Meta Description","0","No","No",
"Bava Metzia 43 - Custodian Takes and Uses the Deposit","http://talmudilluminated.com/bava_metzia/bavametzia43.html","53","No","Missing Meta Description","0","No","No",
"Bava Metzia 44 - Last Thoughts of Appropriation - and on to Sales","http://talmudilluminated.com/bava_metzia/bavametzia44.html","65","No","Missing Meta Description","0","No","No",
"Bava Metzia 45 - Coins Used for Symbolic Exchange","http://talmudilluminated.com/bava_metzia/bavametzia45.html","49","No","Missing Meta Description","0","No","No",
"Bava Metzia 46 - Acquiring Money Though the Method of &quot;Exchange&quot;","http://talmudilluminated.com/bava_metzia/bavametzia46.html","64","No","Missing Meta Description","0","No","No",
"Bava Metzia 47 - How is the &quot;Exchange&quot; Acquisition Performed?","http://talmudilluminated.com/bava_metzia/bavametzia47.html","61","No","Missing Meta Description","0","No","No",
"Bava Metzia 48 - Acquiring by Paying Money","http://talmudilluminated.com/bava_metzia/bavametzia48.html","42","No","Missing Meta Description","0","No","No",
"Bava Metzia 49 - That One Should Abide by his Word","http://talmudilluminated.com/bava_metzia/bavametzia49.html","50","No","Missing Meta Description","0","No","No",
"Bava Metzia 50 - Both the Seller and the Buyer Can't Cheat","http://talmudilluminated.com/bava_metzia/bavametzia50.html","58","No","Missing Meta Description","0","No","No",
"Bava Metzia 51 - No Price Fraud for Personal Possessions","http://talmudilluminated.com/bava_metzia/bavametzia51.html","56","No","Missing Meta Description","0","No","No",
"Bava Metzia 52 - Fraud with Eroded Money","http://talmudilluminated.com/bava_metzia/bavametzia52.html","40","No","Missing Meta Description","0","No","No",
"Bava Metzia 53 - Redeeming Second Tithe","http://talmudilluminated.com/bava_metzia/bavametzia53.html","39","No","Missing Meta Description","0","No","No",
"Bava Metzia 54 - Adding One-Fifth","http://talmudilluminated.com/bava_metzia/bavametzia54.html","33","No","Missing Meta Description","0","No","No",
"Bava Metzia 55 - Prutahs and One-Fifth Surcharges","http://talmudilluminated.com/bava_metzia/bavametzia55.html","49","No","Missing Meta Description","0","No","No",
"Bava Metzia 56 - Things not Subject to Price Fraud","http://talmudilluminated.com/bava_metzia/bavametzia56.html","50","No","Missing Meta Description","0","No","No",
"Bava Metzia 57 - No Oath for Things Not Subject to Price Fraud","http://talmudilluminated.com/bava_metzia/bavametzia57.html","62","No","Missing Meta Description","0","No","No",
"Bava Metzia 58 - Wronging with Words","http://talmudilluminated.com/bava_metzia/bavametzia58.html","36","No","Missing Meta Description","0","No","No",
"Bava Metzia 59 - Not to Offend Anybody with Words","http://talmudilluminated.com/bava_metzia/bavametzia59.html","49","No","Missing Meta Description","0","No","No",
"Bava Metzia 60 - Deceptive Business Practices","http://talmudilluminated.com/bava_metzia/bavametzia60.html","45","No","Missing Meta Description","0","No","No",
"Beva Metzia 61 - Two Forms of Interest: Neshech and Tarbit","http://talmudilluminated.com/bava_metzia/bevametzia61.html","58","No","Missing Meta Description","0","No","No",
"Bava Metzia 62 - Interest is Collectable in Court","http://talmudilluminated.com/bava_metzia/bavametzia62.html","49","No","Missing Meta Description","0","No","No",
"Bava Metzia 63 - When Forward Contracts are Permitted","http://talmudilluminated.com/bava_metzia/bavametzia63.html","53","No","Missing Meta Description","0","No","No",
"Bava Metzia 64 - Forward Contract on Gourds","http://talmudilluminated.com/bava_metzia/bavametzia64.html","43","No","Missing Meta Description","0","No","No",
"Bava Metzia 65 - Early Payment is Allowed","http://talmudilluminated.com/bava_metzia/bavametzia65.html","41","No","Missing Meta Description","0","No","No",
"Bava Metzia 66 - Heter Iska and Penalty for Late Payment","http://talmudilluminated.com/bava_metzia/bavametzia66.html","56","No","Missing Meta Description","0","No","No",
"Bava Metzia 67 - Excessive Penalty on Default is Illegal","http://talmudilluminated.com/bava_metzia/bavametzia67.html","56","No","Missing Meta Description","0","No","No",
"Bava Metzia 68 - Joint Venture Avoids Interest Prohibition","http://talmudilluminated.com/bava_metzia/bavametzia68.html","58","No","Missing Meta Description","0","No","No",
"Bava Metzia 69 - Half-and-half Venture","http://talmudilluminated.com/bava_metzia/bavametzia69.html","38","No","Missing Meta Description","0","No","No",
"Bava Metzia 70 - When Interest is Allowed","http://talmudilluminated.com/bava_metzia/bavametzia70.html","41","No","Missing Meta Description","0","No","No",
"Bava Metzia 71 - Taking Interest from Non-Jews is also Prohibited","http://talmudilluminated.com/bava_metzia/bavametzia71.html","65","No","Missing Meta Description","0","No","No",
"Bava Metzia 72 - Guarantor and Loan Assumption","http://talmudilluminated.com/bava_metzia/bavametzia72.html","46","No","Missing Meta Description","0","No","No",
"Bava Metzia 73 - Forward Contracts with High Risk","http://talmudilluminated.com/bava_metzia/bavametzia73.html","49","No","Missing Meta Description","0","No","No",
"Bava Metzia 74 - Commodity Loans","http://talmudilluminated.com/bava_metzia/bavametzia74.html","32","No","Missing Meta Description","0","No","No",
"Bava Metzia 75 - When Commodity Loans are Allowed","http://talmudilluminated.com/bava_metzia/bavametzia75.html","49","No","Missing Meta Description","0","No","No",
"Bava Metzia 76 - Hiring Craftsmen","http://talmudilluminated.com/bava_metzia/bavametzia76.html","33","No","Missing Meta Description","0","No","No",
"Bava Metzia 77 - Labor Laws","http://talmudilluminated.com/bava_metzia/bavametzia77.html","27","No","Missing Meta Description","0","No","No",
"Bava Metzia 78 - Rental Agreements","http://talmudilluminated.com/bava_metzia/bavametzia78.html","34","No","Missing Meta Description","0","No","No",
"Bava Metzia 79 - Boat Rentals","http://talmudilluminated.com/bava_metzia/bavametzia79.html","29","No","Missing Meta Description","0","No","No",
"Bava Metzia 80 - Transportation Rentals","http://talmudilluminated.com/bava_metzia/bavametzia80.html","39","No","Missing Meta Description","0","No","No",
"Bava Metzia 81 - What Type of Guardian Are You?","http://talmudilluminated.com/bava_metzia/bavametzia81.html","47","No","Missing Meta Description","0","No","No",
"Bava Metzia 82 - Porter Breaks a Keg","http://talmudilluminated.com/bava_metzia/bavametzia82.html","36","No","Missing Meta Description","0","No","No",
"Bava Metzia 83 - Negligent Porters Break a Keg of Wine","http://talmudilluminated.com/bava_metzia/bavametzia83.html","54","No","Missing Meta Description","0","No","No",
"Bava Metzia 84 - Robber Knows his Trade","http://talmudilluminated.com/bava_metzia/bavametzia84.html","39","No","Missing Meta Description","0","No","No",
"Bava Metzia 85 - Teaching Torah to Children","http://talmudilluminated.com/bava_metzia/bavametzia85.html","43","No","Missing Meta Description","0","No","No",
"Bava Metzia 86 - The Story of Rabbah Bar Nachmani","http://talmudilluminated.com/bava_metzia/bavametzia86.html","49","No","Missing Meta Description","0","No","No",
"Bava Metzia 87 - Workers Eat While Harvesting","http://talmudilluminated.com/bava_metzia/bavametzia87.html","45","No","Missing Meta Description","0","No","No",
"Bava Metzia 88 - Ox Eats While Harvesting","http://talmudilluminated.com/bava_metzia/bavametzia88.html","41","No","Missing Meta Description","0","No","No",
"Bava Metzia 89 - Workers Prepare to Eat More","http://talmudilluminated.com/bava_metzia/bavametzia89.html","44","No","Missing Meta Description","0","No","No",
"Bava Metzia 90 - Who Can Muzzle?","http://talmudilluminated.com/bava_metzia/bavametzia90.html","32","No","Missing Meta Description","0","No","No",
"Bava Metzia 91 - Muzzling an Animal and Mother who is a Harlot","http://talmudilluminated.com/bava_metzia/bavametzia91.html","62","No","Missing Meta Description","0","No","No",
"Bava Metzia 92 - How Much Can a Worker Eat?","http://talmudilluminated.com/bava_metzia/bavametzia92.html","43","No","Missing Meta Description","0","No","No",
"Bava Metzia 93 - Dealing in Food Entitlement","http://talmudilluminated.com/bava_metzia/bavametzia93.html","44","No","Missing Meta Description","0","No","No",
"Bava Metzia 94 - Conditions in Contracts","http://talmudilluminated.com/bava_metzia/bavametzia94.html","40","No","Missing Meta Description","0","No","No",
"Bava Metzia 95 - Deriving Borrower's Law With an &quot;A Fortiori&quot; Argument","http://talmudilluminated.com/bava_metzia/bavametzia95.html","70","No","Missing Meta Description","0","No","No",
"Bava Metzia 96 - Borrower’s Exemption from Liability","http://talmudilluminated.com/bava_metzia/bavametzia96.html","52","No","Missing Meta Description","0","No","No",
"Bava Metzia 97 - Mice Kill Cat","http://talmudilluminated.com/bava_metzia/bavametzia97.html","30","No","Missing Meta Description","0","No","No",
"Bava Metzia 98 - Cow Half-Borrowed, Half-Rented","http://talmudilluminated.com/bava_metzia/bavametzia98.html","47","No","Missing Meta Description","0","No","No",
"Bava Metzia 99 - Responsibility in Transit","http://talmudilluminated.com/bava_metzia/bavametzia99.html","42","No","Missing Meta Description","0","No","No",
"Bava Metzia 100 - Disputes Between Buyer and Seller","http://talmudilluminated.com/bava_metzia/bavametzia100.html","51","No","Missing Meta Description","0","No","No",
"Bava Metzia 101 - Eviction Notice","http://talmudilluminated.com/bava_metzia/bavametzia101.html","33","No","Missing Meta Description","0","No","No",
"Bava Metzia 102 - Rights and Obligations of a Landlord and his Tenant","http://talmudilluminated.com/bava_metzia/bavametzia102.html","69","No","Missing Meta Description","0","No","No",
"Bava Metzia 103 - Field Leases","http://talmudilluminated.com/bava_metzia/bavametzia103.html","30","No","Missing Meta Description","0","No","No",
"Bava Metzia 104 - Calamities in the Field and Laymen's Contracts","http://talmudilluminated.com/bava_metzia/bavametzia104.html","64","No","Missing Meta Description","0","No","No",
"Bava Metzia 105 - Disagreements Between a Tenant and a Field Owner","http://talmudilluminated.com/bava_metzia/bavametzia105.html","66","No","Missing Meta Description","0","No","No",
"Bava Metzia 106 - General vs. Localized Calamities","http://talmudilluminated.com/bava_metzia/bavametzia106.html","50","No","Missing Meta Description","0","No","No",
"Bava Metzia 107 - Natural Events vs. Luck","http://talmudilluminated.com/bava_metzia/bavametzia107.html","41","No","Missing Meta Description","0","No","No",
"Bava Metzia 108 - The Right of the Adjoining Property Holder","http://talmudilluminated.com/bava_metzia/bavametzia108.html","60","No","Missing Meta Description","0","No","No",
"Bava Metzia 109 - Short-term vs. Long-term Leases","http://talmudilluminated.com/bava_metzia/bavametzia109.html","49","No","Missing Meta Description","0","No","No",
"Bava Metzia 110 - Timely Payment of a Hired Worker","http://talmudilluminated.com/bava_metzia/bavametzia110.html","50","No","Missing Meta Description","0","No","No",
"Bava Metzia 111 - Prohibition Again Delaying Payment to an Employee","http://talmudilluminated.com/bava_metzia/bavametzia111.html","67","No","Missing Meta Description","0","No","No",
"Bava Metzia 112 - Delaying Payments for Contractual Work","http://talmudilluminated.com/bava_metzia/bavametzia112.html","56","No","Missing Meta Description","0","No","No",
"Bava Metzia 113 - Lender's Right to Take Borrower's Security","http://talmudilluminated.com/bava_metzia/bavametzia113.html","60","No","Missing Meta Description","0","No","No",
"Bava Metzia 114 - Prophet Elijah and Rabba Bar Avuha","http://talmudilluminated.com/bava_metzia/bavametzia114.html","52","No","Missing Meta Description","0","No","No",
"Bava Metzia 115 - What May Not be Taken as a Security","http://talmudilluminated.com/bava_metzia/bavametzia115.html","53","No","Missing Meta Description","0","No","No",
"Bava Metzia 116 - The Ground and the Upper Floor of a House","http://talmudilluminated.com/bava_metzia/bavametzia116.html","59","No","Missing Meta Description","0","No","No",
"Bava Metzia 117 - The Upper Apartment's Floor Fell In","http://talmudilluminated.com/bava_metzia/bavametzia117.html","53","No","Missing Meta Description","0","No","No",
"Bava Metzia 118 - Two Gardens","http://talmudilluminated.com/bava_metzia/bavametzia118.html","29","No","Missing Meta Description","0","No","No",
"Bava Metzia 119 - The Law is Like Rabbi Shimon","http://talmudilluminated.com/bava_metzia/bavametzia119.html","46","No","Missing Meta Description","0","No","No",
"Bava Batra 2 - Privacy Rights in a Courtyard","http://talmudilluminated.com/bava_batra/bavabatra2.html","44","No","Missing Meta Description","0","No","No",
"Bava Batra 3 - Visual Trespass is Actionable in Court","http://talmudilluminated.com/bava_batra/bavabatra3.html","53","No","Missing Meta Description","0","No","No",
"Bava Batra 4 - King Herod Rebuilds the Temple","http://talmudilluminated.com/bava_batra/bavabatra4.html","45","No","Missing Meta Description","0","No","No",
"Bava Batra 5 - Fence Cost Settlement","http://talmudilluminated.com/bava_batra/bavabatra5.html","36","No","Missing Meta Description","0","No","No",
"Bava Batra 7 - Community-Enforceable Obligations","http://talmudilluminated.com/bava_batra/bavabatra7.html","48","No","Missing Meta Description","0","No","No",
"Bava Batra 8 - Feeding the Unlearned","http://talmudilluminated.com/bava_batra/bavabatra8.html","36","No","Missing Meta Description","0","No","No",
"Bava Batra 9 - Importance of Charity","http://talmudilluminated.com/bava_batra/bavabatra9.html","36","No","Missing Meta Description","0","No","No",
"Bava Batra 10 - Merits of Charity","http://talmudilluminated.com/bava_batra/bavabatra10.html","33","No","Missing Meta Description","0","No","No",
"Bava Batra 11 - Partners Divide Properties","http://talmudilluminated.com/bava_batra/bavabatra11.html","42","No","Missing Meta Description","0","No","No",
"Bava Batra 12 - Partners Divide a Field","http://talmudilluminated.com/bava_batra/bavabatra12.html","39","No","Missing Meta Description","0","No","No",
"Bava Batra 13 - Problems in Property Division","http://talmudilluminated.com/bava_batra/bavabatra13.html","45","No","Missing Meta Description","0","No","No",
"Bava Batra 14 - Ideal Dimensions for a Torah Scroll","http://talmudilluminated.com/bava_batra/bavabatra14.html","51","No","Missing Meta Description","0","No","No",
"Bava Batra 15 - Who Wrote the Books of Scripture?","http://talmudilluminated.com/bava_batra/bavabatra15.html","49","No","Missing Meta Description","0","No","No",
"Bava Batra 16 - The Suffering of Job","http://talmudilluminated.com/bava_batra/bavabatra16.html","36","No","Missing Meta Description","0","No","No",
"Bava Batra 17 - God Blessed Abraham with Everything","http://talmudilluminated.com/bava_batra/bavabatra17.html","51","No","Missing Meta Description","0","No","No",
"Bava Batra 18 - Preventing Future Damage","http://talmudilluminated.com/bava_batra/bavabatra18.html","40","No","Missing Meta Description","0","No","No",
"Bava Batra 19 - Urinating Against a Wall","http://talmudilluminated.com/bava_batra/bavabatra19.html","40","No","Missing Meta Description","0","No","No",
"Bava Batra 20 - Damage Despite Precautions","http://talmudilluminated.com/bava_batra/bavabatra20.html","42","No","Missing Meta Description","0","No","No",
"Bava Batra 21 - Restrictions on Commercial Activities in a Courtyard","http://talmudilluminated.com/bava_batra/bavabatra21.html","68","No","Missing Meta Description","0","No","No",
"Bava Batra 22 - Town Commerce Restrictions","http://talmudilluminated.com/bava_batra/bavabatra22.html","42","No","Missing Meta Description","0","No","No",
"Bava Batra 23 - Indirect Damages","http://talmudilluminated.com/bava_batra/bavabatra23.html","32","No","Missing Meta Description","0","No","No",
"Bava Batra 24 - Distance Regulations","http://talmudilluminated.com/bava_batra/bavabatra24.html","36","No","Missing Meta Description","0","No","No",
"Bava Batra 25 - It is on the Damaged Party to Protect Itself","http://talmudilluminated.com/bava_batra/bavabatra25.html","60","No","Missing Meta Description","0","No","No",
"Bava Batra 26 - Tree Roots in the Neighbor's Field","http://talmudilluminated.com/bava_batra/bavabatra26.html","50","No","Missing Meta Description","0","No","No",
"Bava Batra 27 - First-Fruit Must be From Your Land","http://talmudilluminated.com/bava_batra/bavabatra27.html","50","No","Missing Meta Description","0","No","No",
"Bava Batra 28 - Presumptive Ownership of Real Estate - Chazakah","http://talmudilluminated.com/bava_batra/bavabatra28.html","63","No","Missing Meta Description","0","No","No",
"Bava Batra 29 - The Length of Residence for Presumptive Ownership","http://talmudilluminated.com/bava_batra/bavabatra29.html","65","No","Missing Meta Description","0","No","No",
"Bava Batra 30 - Presumptive Ownership (Chazakah) Case Law #1","http://talmudilluminated.com/bava_batra/bavabatra30.html","60","No","Missing Meta Description","0","No","No",
"Bava Batra 31 - Chazakah, Case Law # 2 - Amended Pleadings","http://talmudilluminated.com/bava_batra/bavabatra31.html","58","No","Missing Meta Description","0","No","No",
"Bava Batra 32 - Chazakah, Case Law #3 - &quot;Why Would He Lie?&quot;","http://talmudilluminated.com/bava_batra/bavabatra32.html","59","No","Missing Meta Description","0","No","No",
"Bava Batra 33 - Chazakah, Case Law #4 - Rumor Breaks Chazakah","http://talmudilluminated.com/bava_batra/bavabatra33.html","61","No","Missing Meta Description","0","No","No",
"Bava Batra 34 - The Case of the Silver Ingot of Rav Abba","http://talmudilluminated.com/bava_batra/bavabatra34.html","56","No","Missing Meta Description","0","No","No",
"Bava Batra 35 - Let He Who Is Stronger Prevail","http://talmudilluminated.com/bava_batra/bavabatra35.html","46","No","Missing Meta Description","0","No","No",
"Bava Batra 36 - Does Plowing Establish Presumptive Ownership (Chazakah)?","http://talmudilluminated.com/bava_batra/bavabatra36.html","72","No","Missing Meta Description","0","No","No",
"Bava Batra 37 - Selling the Land but Keeping the Trees","http://talmudilluminated.com/bava_batra/bavabatra37.html","54","No","Missing Meta Description","0","No","No",
"Bava Batra 38 - Owner's Protest","http://talmudilluminated.com/bava_batra/bavabatra38.html","31","No","Missing Meta Description","0","No","No",
"Bava Batra 39 - How to Lodge an Effective Protest and Confidentiality Agreements","http://talmudilluminated.com/bava_batra/bavabatra39.html","80","No","Missing Meta Description","0","No","No",
"Bava Batra 40 - Secret Gift","http://talmudilluminated.com/bava_batra/bavabatra40.html","27","No","Missing Meta Description","0","No","No",
"Bava Metzia 41 - Presumption of Ownership (Chazakah) Must Be Accompanied by a Claim","http://talmudilluminated.com/bava_batra/bavametzia41.html","83","No","Missing Meta Description","0","No","No",
"Bava Batra 42 - Rules of Chazakah","http://talmudilluminated.com/bava_batra/bavabatra42.html","33","No","Missing Meta Description","0","No","No",
"Bava Batra 43 - Partners CAN Establish Chazakah","http://talmudilluminated.com/bava_batra/bavabatra43.html","47","No","Missing Meta Description","0","No","No",
"Bava Batra 44 - The Seller of a Field Cannot Testify for the Buyer","http://talmudilluminated.com/bava_batra/bavabatra44.html","66","No","Missing Meta Description","0","No","No",
"Bava Batra 45 - The Chazakah of a Craftsman","http://talmudilluminated.com/bava_batra/bavabatra45.html","43","No","Missing Meta Description","0","No","No",
"Bava Batra 46 - Discovery Request Against a Craftsman","http://talmudilluminated.com/bava_batra/bavabatra46.html","53","No","Missing Meta Description","0","No","No",
"Bava Batra 47 - Interested Party in a Lawsuit","http://talmudilluminated.com/bava_batra/bavabatra47.html","45","No","Missing Meta Description","0","No","No",
